,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,SalePrice
1010,720,551.0,2.8692138133725202,0,720,25.330882352941178,312,1948.0,1271,0,0.0,0.0,0,5,5,720,103.74193548387096,1948,1950,1,0,0,0,0,1,0,0,1,0,0,1,135000
390,961,406.0,4.0,241,229,25.330882352941178,384,1978.0,1367,8405,50.0,0.0,130,8,5,861,103.74193548387096,1900,1950,1,0,0,0,1,0,0,0,1,0,0,1,119000
1409,1236,857.0,3.0,0,791,25.330882352941178,542,1986.0,2093,0,46.0,123.0,63,6,7,791,103.74193548387096,1986,1991,1,0,0,0,0,1,1,0,0,0,0,1,215000
847,864,0.0,2.8692138133725202,460,404,25.330882352941178,338,1972.0,864,15523,36.0,0.0,0,6,5,864,103.74193548387096,1972,1972,0,1,1,0,0,0,0,0,1,0,0,1,133500
1284,1699,748.0,4.0,0,804,42.0,336,1969.0,2447,9638,50.0,0.0,0,7,6,804,103.74193548387096,1919,1990,1,0,0,0,0,1,0,0,1,0,1,0,169000
615,1054,0.0,3.0,763,173,25.330882352941178,480,1963.0,1054,8800,80.0,156.0,0,7,6,936,103.74193548387096,1963,1963,0,1,0,1,0,0,0,1,0,0,1,0,137500
613,1120,0.0,2.8692138133725202,206,914,25.330882352941178,0,1978.5061638868744,1120,8402,70.0,0.0,30,5,5,1120,103.74193548387096,2007,2007,1,0,1,0,0,0,1,0,0,0,0,1,147000
1303,1616,0.0,3.0,0,1616,0.0,834,2005.0,1616,8688,73.0,228.0,59,5,7,1616,103.74193548387096,2005,2005,0,1,0,0,0,1,0,1,0,0,1,0,232000
486,1073,0.0,3.0,836,237,25.330882352941178,515,1965.0,1073,10289,79.0,168.0,0,7,5,1073,103.74193548387096,1965,1965,1,0,1,0,0,0,0,1,0,0,0,1,156000
561,1389,0.0,2.0,1071,195,0.0,418,1975.0,1389,10010,77.0,0.0,38,5,5,1389,103.74193548387096,1974,1975,0,1,1,0,0,0,0,1,0,0,0,1,170000
308,861,0.0,1.0,262,599,25.330882352941178,539,1961.0,861,12342,70.04995836802665,0.0,0,5,4,861,103.74193548387096,1940,1950,1,0,1,0,0,0,0,0,1,0,0,1,82500
461,575,560.0,3.0,350,0,25.330882352941178,576,1971.0,1135,7200,60.0,0.0,0,9,7,560,103.74193548387096,1936,2007,1,0,1,0,0,0,0,1,0,0,1,0,155000
1142,1466,1362.0,4.0,1150,316,25.330882352941178,0,2006.0,0,9965,77.0,340.0,144,5,8,1466,103.74193548387096,2006,2007,0,1,0,1,0,0,0,1,0,0,1,0,424870
730,1616,0.0,2.0,1180,415,25.330882352941178,608,1995.0,1616,5389,39.0,0.0,152,5,8,1595,103.74193548387096,1995,1996,1,0,0,1,0,0,0,1,0,0,1,0,236500
1155,1437,0.0,3.0,1157,280,25.330882352941178,528,1976.0,1437,10768,90.0,0.0,21,8,5,1437,103.74193548387096,1976,2004,0,1,1,0,0,0,0,1,0,0,1,0,218000
1203,1630,0.0,3.0,0,1630,25.330882352941178,451,2000.0,1630,9750,75.0,171.0,234,5,7,1630,103.74193548387096,2000,2001,1,0,0,0,0,1,0,0,1,0,1,0,213000
700,1800,0.0,3.0,1274,526,25.330882352941178,765,2002.0,1800,14331,85.0,630.0,78,5,8,0,103.74193548387096,2002,2002,0,1,0,1,0,0,1,0,0,0,1,0,312500
849,1094,761.0,3.0,0,528,25.330882352941178,512,1976.0,1855,9600,80.0,360.0,100,7,6,528,103.74193548387096,1976,1994,1,0,0,0,0,1,0,1,0,0,0,1,187000
1260,892,783.0,3.0,0,841,25.330882352941178,502,1999.0,1675,0,70.04995836802665,0.0,103,5,6,841,103.74193548387096,1999,1999,1,0,0,0,0,1,1,0,0,0,0,1,181000
787,956,1128.0,4.0,656,300,25.330882352941178,618,2004.0,2084,10142,76.0,0.0,45,5,7,956,103.74193548387096,2004,2004,1,0,0,1,0,0,0,1,0,0,1,0,233000
352,616,495.0,3.0,236,0,25.330882352941178,200,1941.0,1111,9084,60.0,0.0,0,6,5,616,103.74193548387096,1941,1950,0,1,0,0,1,0,0,0,1,0,0,1,95000
710,729,0.0,2.0,0,270,25.330882352941178,0,1978.5061638868744,729,4130,56.0,0.0,0,6,3,270,103.74193548387096,1935,2003,1,0,0,0,0,1,0,0,1,0,0,1,52000
124,1586,0.0,3.0,0,1362,25.330882352941178,435,1979.0,1586,17043,48.0,0.0,0,5,6,1362,192.0,1979,1998,1,0,0,0,0,1,0,0,1,0,0,1,181000
178,0,0.0,1.0,0,312,25.330882352941178,0,2009.0,2234,0,63.0,748.0,60,5,9,0,103.74193548387096,2008,2009,1,0,0,1,0,0,1,0,0,1,0,0,501837
287,858,348.5240174672489,3.0,614,244,25.330882352941178,0,1978.5061638868744,858,8125,70.04995836802665,0.0,0,4,4,858,103.74193548387096,1971,1971,1,0,1,0,0,0,1,0,0,0,0,1,88000
1407,833,0.0,3.0,625,208,25.330882352941178,0,1978.5061638868744,833,8780,70.04995836802665,0.0,0,5,5,833,103.74193548387096,1985,1985,1,0,0,0,0,1,1,0,0,0,0,1,112000
1208,1283,0.0,3.0,504,319,25.330882352941178,506,1980.0,1283,7763,70.0,0.0,0,7,5,931,103.74193548387096,1962,1980,1,0,0,0,1,0,0,0,1,0,0,1,140000
294,1644,0.0,3.0,0,131,25.330882352941178,418,1953.0,1644,9600,80.0,238.0,0,5,6,1416,103.74193548387096,1953,1953,1,0,0,1,0,0,1,0,0,0,0,1,167000
327,1383,0.0,3.0,565,818,25.330882352941178,292,1960.0,1383,11600,80.0,175.0,45,5,6,1383,103.74193548387096,1960,1960,1,0,0,0,1,0,0,0,1,0,0,1,145250
1456,0,0.0,2.8692138133725202,790,589,25.330882352941178,500,1978.0,2073,13175,85.0,119.0,0,6,6,1542,103.74193548387096,1978,1988,1,0,1,0,0,0,0,0,1,0,0,1,210000
841,958,581.0,3.0,0,650,25.330882352941178,686,1983.0,1539,10440,60.0,0.0,78,8,5,650,103.74193548387096,1904,2002,1,0,0,0,0,1,0,0,1,0,1,0,157500
1121,1552,0.0,3.0,24,1528,25.330882352941178,782,2005.0,1552,10084,84.0,196.0,20,5,7,1552,103.74193548387096,2005,2006,0,1,0,1,0,0,0,0,1,0,1,0,212900
931,925,0.0,2.8692138133725202,338,121,25.330882352941178,429,1965.0,925,9100,70.0,0.0,0,6,5,925,103.74193548387096,1965,1965,1,0,1,0,0,0,0,0,1,0,0,1,117500
236,1414,0.0,3.0,24,1390,25.330882352941178,494,2004.0,1414,8773,65.0,98.0,105,5,7,1414,103.74193548387096,2004,2004,0,1,0,1,0,0,0,1,0,0,1,0,185500
88,1013,0.0,2.0,0,1013,25.330882352941178,0,1978.5061638868744,1526,8470,0.0,0.0,0,2,3,1013,103.74193548387096,1915,1982,1,0,0,0,0,1,1,0,0,1,0,0,85000
886,1712,0.0,4.0,528,1098,25.330882352941178,588,2005.0,1712,8393,70.0,122.0,54,5,5,1626,103.74193548387096,1959,2005,1,0,0,0,1,0,1,0,0,0,0,1,145000
552,1717,0.0,3.0,0,1709,25.330882352941178,0,2006.0,1717,11146,87.0,250.0,39,5,8,1709,103.74193548387096,2006,2006,0,1,0,0,0,1,0,1,0,0,1,0,255500
630,1089,661.0,3.0,0,636,25.330882352941178,240,1937.0,1750,9000,50.0,0.0,0,6,5,636,103.74193548387096,1880,1991,1,0,0,0,0,1,0,0,1,1,0,0,124000
1352,786,390.0,2.0,0,698,25.330882352941178,624,1999.0,1176,6000,50.0,0.0,0,9,6,698,103.74193548387096,1937,2000,1,0,0,0,0,1,0,0,1,0,0,1,134900
665,1454,482.0,3.0,0,1406,25.330882352941178,504,2000.0,1936,11194,0.0,40.0,124,5,8,1406,188.0,2000,2000,1,0,0,0,0,1,0,1,0,0,1,0,230500
900,858,0.0,2.0,322,536,25.330882352941178,684,1979.0,858,7340,70.04995836802665,0.0,0,6,4,858,103.74193548387096,1971,1971,1,0,1,0,0,0,0,0,1,0,0,1,110000
290,1079,840.0,3.0,0,1079,25.330882352941178,685,2006.0,1919,15611,0.0,0.0,51,5,8,1079,103.74193548387096,2006,2006,0,1,0,0,0,1,0,1,0,0,1,0,233230
1382,998,764.0,4.0,0,596,25.330882352941178,576,1989.0,1762,7200,60.0,0.0,0,7,7,596,103.74193548387096,1920,1950,1,0,0,0,0,1,0,0,1,0,1,0,157000
570,1728,0.0,0.0,231,1497,25.330882352941178,576,1987.0,1728,13101,74.0,108.0,0,5,5,1728,103.74193548387096,1965,1965,1,0,0,0,1,0,0,0,1,0,0,1,142600
348,764,862.0,2.0,573,191,25.330882352941178,474,2003.0,1626,2448,36.0,106.0,27,5,7,764,103.74193548387096,2003,2004,1,0,0,1,0,0,0,1,0,0,1,0,154000
544,664,348.5240174672489,3.0,554,100,25.330882352941178,426,2006.0,1496,17104,58.0,0.0,24,5,7,654,100.0,2006,2006,0,1,0,1,0,0,0,1,0,0,1,0,179665
1376,790,0.0,2.0,384,384,25.330882352941178,160,1925.0,790,6292,52.0,0.0,141,5,6,768,103.74193548387096,1930,1950,0,1,0,0,0,1,0,0,1,0,0,1,91000
660,1142,793.0,3.0,0,793,25.330882352941178,550,1976.0,1935,12384,70.04995836802665,233.0,113,7,7,793,103.74193548387096,1976,1976,1,0,0,0,0,1,0,1,0,0,0,1,197900
1111,1098,866.0,4.0,403,400,0.0,483,1976.0,1964,10480,80.0,660.0,69,6,7,803,103.74193548387096,1976,1976,1,0,0,0,0,1,0,1,0,0,0,1,205000
458,833,833.0,3.0,0,588,25.330882352941178,228,1925.0,1666,5100,70.04995836802665,0.0,63,7,8,588,103.74193548387096,1925,1996,1,0,0,0,0,1,0,0,1,0,1,0,161000
1005,985,0.0,3.0,595,390,25.330882352941178,328,1977.0,985,8385,65.0,220.0,0,8,5,985,103.74193548387096,1977,1977,0,1,0,1,0,0,0,0,1,0,0,1,149900
333,1358,0.0,2.0,720,638,25.330882352941178,484,2004.0,1358,8198,59.0,146.0,30,5,7,1358,103.74193548387096,2004,2004,0,1,0,1,0,0,0,1,0,0,1,0,207000
721,848,0.0,1.0,662,186,25.330882352941178,420,2004.0,848,4426,70.04995836802665,169.0,0,5,6,848,103.74193548387096,2004,2004,0,1,0,1,0,0,0,0,1,0,1,0,143000
1289,1120,850.0,3.0,0,1085,25.330882352941178,753,2006.0,1970,11065,86.0,788.0,74,5,8,1085,103.74193548387096,2006,2006,0,1,0,0,0,1,1,0,0,1,0,0,281000
678,0,0.0,3.0,0,2046,25.330882352941178,834,2008.0,2046,11844,80.0,464.0,82,5,8,0,103.74193548387096,2008,2008,0,1,0,0,0,1,1,0,0,0,1,0,372500
1354,992,873.0,3.0,735,257,25.330882352941178,839,2000.0,1865,10316,70.04995836802665,0.0,184,5,7,992,103.74193548387096,2000,2000,1,0,0,1,0,0,0,0,1,0,1,0,235000
328,1445,689.0,0.0,0,844,268.0,441,1930.0,2134,11888,70.04995836802665,0.0,60,6,6,844,103.74193548387096,1916,1994,1,0,0,0,0,1,0,0,1,0,1,0,214500
318,1372,1274.0,2.8692138133725202,987,360,144.0,656,1993.0,0,9900,90.0,256.0,60,5,7,1347,103.74193548387096,1993,1993,0,1,0,1,0,0,0,1,0,0,1,0,260000
1438,1236,0.0,2.0,600,312,25.330882352941178,0,1957.0,1236,7407,90.0,0.0,158,7,6,912,103.74193548387096,1957,1996,1,0,0,1,0,0,0,0,1,0,0,1,149700
908,902,0.0,2.0,301,239,25.330882352941178,484,1983.0,902,8885,70.04995836802665,0.0,0,5,5,864,103.74193548387096,1983,1983,0,1,1,0,0,0,0,0,1,0,0,1,131000
12,912,0.0,2.0,737,175,25.330882352941178,352,1962.0,912,12968,70.04995836802665,0.0,0,6,5,912,103.74193548387096,1962,1962,1,0,1,0,0,0,0,0,1,0,0,1,144000
171,1656,0.0,3.0,639,441,25.330882352941178,528,1960.0,1656,0,0.0,112.0,62,5,6,1080,103.74193548387096,1960,1960,0,1,1,0,0,0,1,0,0,0,0,1,215000
260,1382,0.0,3.0,672,0,25.330882352941178,0,1991.0,1382,0,0.0,399.0,0,5,6,1362,103.74193548387096,1962,1962,0,1,0,0,1,0,0,0,1,0,0,1,176000
778,0,0.0,4.0,0,0,25.330882352941178,630,1977.0,2020,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,0,1,0,0,1,0,0,0,1,0,0,1,144000
818,1052,0.0,3.0,504,506,25.330882352941178,440,1971.0,1052,8816,80.0,80.0,0,7,6,1010,103.74193548387096,1971,1971,0,1,0,0,0,1,0,0,1,0,0,1,155000
759,1328,1203.0,4.0,56,1198,25.330882352941178,752,1995.0,0,12257,65.0,513.0,98,5,8,1318,103.74193548387096,1995,1995,0,1,0,0,1,0,0,1,0,0,1,0,290000
138,1004,848.0,3.0,668,336,25.330882352941178,660,1999.0,1852,9066,73.0,320.0,106,5,8,1004,103.74193548387096,1999,2000,0,1,0,1,0,0,1,0,0,0,1,0,230000
1209,1660,0.0,3.0,1220,440,0.0,500,2006.0,1660,10182,85.0,420.0,50,5,8,1660,103.74193548387096,2006,2006,0,1,0,1,0,0,0,1,0,0,1,0,290000
885,1709,0.0,2.0,1238,460,25.330882352941178,506,1999.0,1709,5119,50.0,60.0,65,5,9,1698,103.74193548387096,1999,2000,0,1,0,1,0,0,1,0,0,0,1,0,328900
741,912,0.0,3.0,832,80,25.330882352941178,288,1962.0,912,6768,65.0,0.0,0,8,6,912,103.74193548387096,1961,1996,0,1,0,1,0,0,0,0,1,0,1,0,142000
139,928,836.0,3.0,821,107,25.330882352941178,470,1997.0,1764,15426,65.0,0.0,99,5,6,928,103.74193548387096,1997,1997,1,0,0,1,0,0,0,1,0,0,1,0,231500
1276,735,660.0,3.0,593,130,25.330882352941178,497,1972.0,1395,12936,70.04995836802665,0.0,116,6,6,723,103.74193548387096,1972,1972,1,0,1,0,0,0,0,0,1,0,0,1,162000
1081,1040,0.0,3.0,824,216,25.330882352941178,308,1963.0,1040,7500,75.0,0.0,0,5,5,1040,103.74193548387096,1963,1963,1,0,1,0,0,0,1,0,0,0,0,1,133000
224,0,0.0,3.0,56,2336,25.330882352941178,0,2003.0,2392,13472,103.0,922.0,105,5,10,0,103.74193548387096,2003,2003,0,1,0,1,0,0,1,0,0,1,0,0,386250
1063,1103,0.0,2.0,397,706,25.330882352941178,440,1976.0,1103,6000,50.0,0.0,120,6,6,1103,103.74193548387096,1925,1980,1,0,1,0,0,0,0,0,1,0,1,0,110500
409,1050,1028.0,3.0,789,245,25.330882352941178,836,2008.0,2078,10800,85.0,100.0,102,5,8,1034,103.74193548387096,2007,2008,1,0,0,1,0,0,1,0,0,1,0,0,339750
325,803,0.0,2.0,116,604,244.0,360,1941.0,803,5000,50.0,0.0,0,6,5,720,0.0,1941,1950,0,1,1,0,0,0,0,0,1,0,0,1,87000
299,1152,0.0,3.0,0,1092,25.330882352941178,300,1950.0,1152,14000,80.0,0.0,36,8,6,1092,103.74193548387096,1950,2004,1,0,0,0,0,1,0,0,1,0,1,0,158500
1242,1173,0.0,3.0,885,0,25.330882352941178,528,1974.0,1173,10625,85.0,81.0,120,6,7,1053,0.0,1974,1974,0,1,0,1,0,0,0,1,0,0,1,0,170000
705,372,720.0,3.0,0,0,25.330882352941178,0,1978.5061638868744,1092,5600,70.0,0.0,0,5,4,0,103.74193548387096,1930,1950,0,1,0,0,1,0,1,0,0,1,0,0,55000
1235,892,892.0,4.0,0,747,25.330882352941178,180,1914.0,1784,13132,96.0,0.0,40,5,5,747,103.74193548387096,1914,1950,0,1,0,0,0,1,0,0,1,0,0,1,138887
1355,1222,698.0,4.0,0,570,25.330882352941178,487,1968.0,1920,10192,102.0,143.0,98,6,7,570,103.74193548387096,1968,1992,1,0,0,0,0,1,0,1,0,0,1,0,170000
903,1670,0.0,3.0,0,1670,25.330882352941178,690,2006.0,1670,14859,50.0,27.0,60,5,7,1670,103.74193548387096,2006,2006,1,0,0,0,0,1,0,1,0,0,1,0,240000
829,520,623.0,2.0,0,600,0.0,480,2005.0,1223,2544,24.0,0.0,166,5,7,600,103.74193548387096,2005,2005,1,0,0,0,0,1,0,1,0,0,1,0,147400
503,1801,0.0,1.0,1247,254,25.330882352941178,484,1959.0,1801,15602,100.0,0.0,54,8,7,1501,103.74193548387096,1959,1997,1,0,1,0,0,0,1,0,0,0,0,1,289000
1336,1656,0.0,4.0,0,1656,25.330882352941178,506,1973.0,1656,9246,87.0,564.0,211,5,5,1656,103.74193548387096,1973,1973,1,0,0,0,0,1,0,0,1,0,0,1,135000
3,961,348.5240174672489,2.8692138133725202,216,540,25.330882352941178,642,1998.0,1717,9550,60.0,0.0,35,5,7,756,103.74193548387096,1915,1970,1,0,1,0,0,0,0,0,1,0,1,0,140000
1313,1422,1177.0,4.0,0,1393,25.330882352941178,779,1999.0,0,14774,0.0,165.0,30,5,9,1393,103.74193548387096,1999,1999,1,0,0,0,0,1,1,0,0,0,1,0,333168
467,888,348.5240174672489,3.0,386,342,25.330882352941178,312,1942.0,1644,9480,79.0,224.0,0,7,5,728,103.74193548387096,1942,1995,1,0,0,0,1,0,0,0,1,0,1,0,146500
321,1136,1332.0,4.0,970,166,0.0,0,2004.0,0,12099,99.0,388.0,154,5,8,1136,103.74193548387096,2004,2004,0,1,0,1,0,0,0,0,1,0,1,0,354000
5,796,566.0,1.0,732,64,25.330882352941178,480,1993.0,1362,14115,85.0,0.0,30,5,5,796,103.74193548387096,1993,1995,1,0,0,1,0,0,0,0,1,0,0,1,143000
1239,1484,0.0,2.8692138133725202,428,1048,25.330882352941178,472,2006.0,1484,9037,64.0,32.0,33,5,8,1476,103.74193548387096,2006,2006,0,1,0,1,0,0,0,1,0,1,0,0,265900
1093,1200,0.0,1.0,661,203,25.330882352941178,0,1977.0,1200,9230,71.0,166.0,64,8,5,864,103.74193548387096,1965,1998,0,1,0,1,0,0,0,0,1,0,1,0,146000
715,1350,0.0,3.0,0,1064,25.330882352941178,478,1974.0,1350,10140,78.0,174.0,0,5,6,1064,103.74193548387096,1974,1974,1,0,0,0,0,1,0,1,0,0,0,1,165000
39,1152,0.0,2.8692138133725202,0,0,25.330882352941178,0,1978.5061638868744,1152,6040,65.0,0.0,0,5,4,0,103.74193548387096,1955,1955,0,1,0,0,1,0,1,0,0,1,0,0,82000
542,1680,0.0,3.0,144,379,0.0,583,1998.0,1680,10140,78.0,0.0,73,5,7,1650,78.0,1998,1999,1,0,0,0,1,0,1,0,0,0,1,0,213250
242,889,551.0,3.0,0,540,25.330882352941178,352,1940.0,1440,5000,63.0,0.0,0,4,5,540,103.74193548387096,1900,1950,1,0,0,0,0,1,0,0,1,0,0,1,79000
136,1214,348.5240174672489,2.8692138133725202,695,519,0.0,318,1967.0,1214,10355,70.04995836802665,196.0,111,5,5,1214,103.74193548387096,1967,1967,1,0,1,0,0,0,0,1,0,0,0,1,143000
714,725,754.0,3.0,533,192,25.330882352941178,475,1976.0,1479,13517,70.04995836802665,289.0,44,8,6,725,103.74193548387096,1976,2005,1,0,0,1,0,0,0,1,0,0,1,0,130500
